n_order,payment_total,days_since_last_order
2,210.8,1890
2,131.12,1890
3,88.27,1542
2,157.51,1677
2,342.51,1582
2,223.64000000000001,1939
2,339.46,1656
2,374.15,2006
2,157.47,1762
2,71.57,1652
2,118.92,1851
2,150.75,1548
2,347.38,1872
2,165.35,1723
2,100.18,1989
2,144.6,1911
2,395.99,1586
6,660.94,1763
2,162.73,1794
2,7571.63,2055
2,336.21000000000004,1772
2,206.8,1755
2,210.03,1663
2,376.41999999999996,1652
2,183.60999999999999,1805
2,198.95,1819
2,147.01,1867
2,159.49,1948
2,310.05,1612
2,299.53,1844
3,331.11,1636
2,233.39999999999998,1689
2,294.40999999999997,1814
2,173.62,1918
2,1069.77,1947
2,571.54,1765
2,215.78,1773
2,178.01,1835
2,426.5,1895
2,330.55,2017
2,741.36,1969
2,479.56,1903
2,39.34,1903
2,945.95,1560
2,801.25,1601
2,174.18,1696
2,195.74,1808
3,588.71,1877
2,557.45,1748
2,381.33,1658
2,114.74000000000001,1818
2,79.09,1857
2,191.47,1818
2,141.07,1758
3,350.96999999999997,2120
2,597.22,1926
2,165.47,1823
3,139.6,1889
2,152.08,1580
2,365.4,1723
2,264.04,1863
2,392.53999999999996,1753
2,209.75,1714
2,171.15,1568
2,185.98000000000002,1916
2,124.8,1837
2,77.89,2012
2,183.56,1923
2,748.78,1653
2,294.72,1727
2,247.83999999999997,1554
2,495.53,1823
2,289.11,1551
2,160.21,1778
2,357.04,1749
2,382.51,2059
6,110.72,2141
2,167.38,1612
2,87.38,1914
2,255.84,1966
2,118.15,1911
2,100.2,1554
2,93.04,1652
2,141.73,1657
2,188.37,1622
2,273.73,1857
3,201.96,1747
2,433.58000000000004,1567
2,144.47,1544
2,239.94,1977
2,234.94,1757
2,314.34000000000003,1540
2,183.73000000000002,2007
2,130.64,1675
3,443.51,2036
2,208.92000000000002,1594
2,288.82000000000005,1622
2,293.7,1975
2,301.36,1906
2,251.65,1948
2,116.83,1869
3,554.24,1651
2,146.13,1794
2,500.15,1710
2,199.11,1813
2,210.78,1866
2,119.83,1569
2,379.71000000000004,1782
2,163.49,1745
2,276.55,1580
2,88.42,1764
2,98.88,1684
2,260.38,1548
2,150.92,2020
2,278.9,1889
3,592.6500000000001,1504
2,85.71,1877
2,826.38,1647
3,1906.68,1762
2,432.74,1580
2,958.13,1561
2,109.4,1871
2,104.4,1577
2,345.09,1937
2,206.13,1571
2,96.38,1800
2,252.3,1553
2,130.1,2115
2,40.56,1983
2,168.06,1737
3,315.24,2028
3,195.6,1734
2,114.0,1908
2,170.69,1864
3,265.5,1960
2,298.87,1793
2,107.38,1816
2,330.14,1815
2,200.43,1609
2,160.19,1793
2,160.57999999999998,1985
3,195.46,1817
2,111.56,1976
2,211.48,1576
2,1570.4,1554
3,696.51,1718
2,641.22,1812
3,650.62,1652
2,207.09,1720
2,573.45,1675
2,96.43,1659
2,731.08,1977
2,221.58,1926
2,128.15,1650
3,126.33,1980
2,254.38,1733
2,1019.41,1889
2,156.59,1608
2,218.8,1554
2,128.46,1677
3,416.39,1792
2,125.07,1739
2,496.55,1576
2,334.81,1774
2,456.91999999999996,1598
2,1147.36,1556
2,147.97000000000003,1724
2,99.15,1653
2,682.14,1619
2,63.54,1917
2,109.4,1923
2,470.9,1686
2,108.38,1587
2,192.01999999999998,1715
2,143.22,1539
3,1026.09,1666
2,307.43,1825
2,319.82,1567
2,442.77000000000004,1698
2,200.07,1817
2,144.60000000000002,1666
2,59.4,1855
2,248.51999999999998,1616
2,109.0,1755
2,418.96,1562
2,102.16999999999999,1560
2,279.43,1581
2,204.92,1765
2,773.9000000000001,1777
2,88.8,1681
2,865.97,1766
2,290.53999999999996,1807
2,244.23,1759
2,164.34,1796
2,442.19,1727
2,110.88,2078
2,131.56,1570
2,197.16000000000003,1750
2,290.32,1574
2,269.76,1570
2,239.75,1617
2,2791.52,1844
2,726.1099999999999,1680
2,139.22,1604
2,310.84000000000003,1583
2,233.07,1960
2,296.11,1657
2,607.39,1668
2,417.53,1701
2,263.28,1878
2,578.75,2092
2,133.07,1553
2,247.20999999999998,1969
3,371.28,1744
2,73.01,1818
2,55.08,1552
2,1544.8200000000002,1815
2,95.58000000000001,1669
2,110.85000000000001,1847
2,222.34,2097
2,81.68,1653
2,2068.68,1841
2,338.66999999999996,1975
3,501.16,1855
2,251.94,1649
2,83.18,1806
2,262.72,1771
2,162.85,1902
2,232.23,1624
2,212.25,1635
2,148.51,1678
2,169.02,1668
2,129.56,1645
2,102.34,1528
2,174.3,1739
2,769.24,1875
3,2400.48,1860
2,215.67000000000002,2018
2,354.23,1575
3,277.4,1834
2,66.97,1871
2,115.77000000000001,1817
2,119.88,1820
2,209.35,1771
2,637.01,2063
2,146.68,1837
2,131.20000000000002,1727
2,150.95,1654
2,257.8,1917
2,192.63,1733
2,261.17,1611
2,147.13,1744
2,197.31,1561
2,148.31,2018
2,143.42,1608
3,515.1,1549
2,139.52,1654
2,269.49,1639
2,104.63999999999999,1736
2,140.81,1764
2,71.64,1722
2,99.01,1742
2,359.4,1561
2,235.16,1892
2,180.66,1983
2,287.8,1864
2,221.8,1947
2,84.93,1826
2,443.08,1513
2,151.36,1573
2,303.4,1655
2,190.47,1639
2,1529.2600000000002,1653
2,205.5,2006
2,98.62,1552
2,189.99,1917
2,162.28,2039
2,358.72,1755
2,101.1,1862
2,217.74,1775
2,86.36,1681
2,131.08,1565
2,219.93,1750
2,364.24,1612
2,408.96000000000004,1704
2,217.39,1626
2,495.7,1823
2,331.99,1749
2,82.1,1568
2,85.07,1694
2,276.48,1909
2,131.20000000000002,1799
2,132.41,1744
2,431.97,1972
2,395.55,1804
2,1056.12,1596
2,78.50999999999999,1842
2,528.77,1895
2,190.57,1718
2,430.13,1987
2,236.7,1541
2,166.29000000000002,1901
2,233.53,1784
2,225.01,1621
4,428.38,1700
3,290.73,1678
3,276.07,1583
2,102.13,1654
2,230.84,1815
2,693.67,1819
2,111.28999999999999,1691
2,193.17,1606
2,95.08,1582
2,200.09,1758
3,537.44,1577
2,284.56,1885
2,225.61,2065
2,297.68,1563
2,271.34000000000003,1639
2,939.61,1596
3,693.2,1679
2,158.43,1581
2,230.84,1809
2,72.19999999999999,2094
2,285.18,1779
2,615.33,1642
3,153.32999999999998,2019
2,1168.66,1551
2,62.019999999999996,2055
2,204.0,1799
2,220.29,1701
2,225.51,1898
2,655.09,1600
2,66.28,1549
2,306.69,1814
2,963.25,1733
2,122.35999999999999,1581
2,275.81,1792
2,1267.2,1715
2,185.66,1689
2,399.93,1725
2,241.89000000000001,1554
2,128.41,1604
2,404.14,1602
2,678.35,1553
2,137.98,1972
2,209.6,2054
3,224.82,1672
2,164.82,1801
2,125.64,1955
2,161.2,1889
2,345.52,1692
2,173.66000000000003,1613
2,150.76,1660
2,286.14,1703
2,147.66,1702
2,897.68,1885
2,321.19,1756
2,243.93,2084
2,583.3199999999999,1597
2,271.53999999999996,1844
2,89.9,1776
2,140.55,1743
2,126.37,1748
2,223.67000000000002,1766
2,171.0,1824
2,454.6,2080
2,239.5,1698
2,245.36,1800
2,313.28,1719
2,109.15,1757
2,220.07999999999998,1752
2,521.07,1924
2,290.37,1583
2,142.66,1855
3,486.6,1714
2,312.68,1628
2,502.25,1819
2,147.56,1772
2,222.8,1807
2,127.32000000000001,2107
2,514.49,1924
2,175.58,1699
2,111.63999999999999,1862
2,84.42,2059
2,238.04,1902
2,154.88,1821
2,451.72,1869
2,461.08,1718
3,214.9,1550
2,464.13,1575
2,87.2,1924
2,266.92,1687
2,266.1,1872
2,345.49,1843
2,370.56,1778
2,215.05,1563
2,402.76,1556
2,303.97999999999996,2081
2,223.22,1688
2,484.32,1619
2,122.2,1919
2,176.09,1635
2,252.44,1949
2,630.37,2006
2,103.1,1772
2,766.53,1680
2,210.29000000000002,2075
2,205.98000000000002,1685
2,270.52,1662
2,62.0,1879
3,553.15,1836
2,458.1,1737
2,1237.39,1958
2,635.3199999999999,1559
2,272.23,1773
2,144.45999999999998,1730
2,89.63,1934
2,439.44,1906
2,607.55,1854
2,222.56,1725
2,102.1,1966
3,636.8,1681
2,389.49,1722
2,143.85,1620
2,579.11,1648
2,136.64,1640
3,746.28,1984
2,337.88,1643
2,155.76,1564
2,260.49,1854
2,639.34,1551
2,444.07,1658
2,133.57999999999998,1832
2,364.28,1804
2,329.94,1759
2,500.3,1715
2,73.18,1756
2,202.74,1655
2,296.53,1562
2,166.96,1581
2,543.87,1606
2,76.46000000000001,1828
2,128.73,1866
2,663.88,1904
2,144.46,1881
2,103.11,1835
2,95.14,1625
2,198.43,2055
2,193.66,2010
2,1398.18,2015
2,158.19,2025
2,68.11,1556
2,102.63,1638
3,1254.01,1626
2,79.5,1578
2,69.12,1741
2,125.64,1945
2,189.73,1710
2,213.7,2123
2,147.48,1632
2,119.37,1570
2,90.19,1801
2,208.02,1831
2,162.51,1817
2,173.79999999999998,1936
2,315.67,1763
2,437.08,1705
2,204.09,1654
2,98.82,1748
2,295.2,1579
3,269.97,1927
2,222.35,1758
2,378.96,1814
2,253.72000000000003,1724
2,137.96,1920
2,274.2,1633
2,203.27999999999997,1620
2,116.91999999999999,1922
2,125.14,2001
2,382.59000000000003,1824
2,346.87,2002
2,381.53,1895
2,1297.47,1798
2,259.35,1885
2,125.08,1718
2,181.84,1627
3,178.56,1898
2,125.13000000000001,1632
4,4655.91,1561
2,439.53999999999996,1609
2,220.59,1700
2,160.20999999999998,1930
2,89.99,1954
2,367.78999999999996,1700
2,234.07000000000002,1846
2,1214.78,1696
2,691.9300000000001,1642
2,358.66999999999996,1574
2,202.68,1766
2,805.12,1736
2,136.65,1655
2,237.94,1808
2,112.00999999999999,1784
2,931.19,1911
2,596.76,1647
2,172.85,1616
2,180.92,1751
3,819.5200000000001,1702
2,1467.87,1833
2,130.28,1581
2,134.21,1909
2,156.76,1820
2,564.08,1590
2,254.84,2046
2,176.64,1661
2,113.96000000000001,1985
3,735.72,1907
2,446.28,1954
2,276.23,1840
2,470.02,1693
4,311.14,1626
2,98.28,1610
2,176.3,1732
2,227.78,1859
2,231.88,1767
2,205.39999999999998,1816
2,93.35,1635
2,273.67,1722
2,455.53000000000003,1621
2,153.12,1541
2,129.6,1844
2,100.69999999999999,1607
2,277.81,1843
2,54.150000000000006,1688
2,133.2,1832
2,107.74000000000001,1810
2,192.22,2010
2,504.82,1808
2,60.82,1649
2,108.26,1834
4,646.99,1657
2,193.88,1652
2,350.2,1756
2,914.1500000000001,1757
2,317.04,1751
2,84.64999999999999,1656
2,396.02000000000004,1753
2,191.01,1843
2,659.98,1647
2,332.92,1535
2,514.67,1598
2,189.36,1676
2,189.41,1906
2,259.6,2120
2,121.55000000000001,1718
2,433.84000000000003,1968
2,409.33000000000004,1848
2,254.23000000000002,1618
3,586.3000000000001,1913
2,314.01,1638
2,621.32,1654
2,180.37,2074
2,727.95,1634
2,366.15,1647
2,260.18,1593
2,116.11,1760
2,150.42,1659
2,144.43,1726
2,419.47,1874
2,247.27999999999997,1724
2,247.93,1914
2,307.8,1906
2,415.79,1975
2,72.74000000000001,2078
2,158.64,1811
2,417.17,1808
2,113.49000000000001,1890
2,758.18,1671
2,356.85,1654
2,488.72,1575
2,944.57,1675
2,364.67,1722
2,261.1,1893
2,138.16000000000003,1812
2,245.10999999999999,1658
2,185.87,2006
2,483.25,1755
2,195.16,1689
2,234.54,1561
2,318.32,1581
2,572.72,1871
2,210.62,1834
2,240.07999999999998,1639
2,312.43,1812
2,355.84000000000003,1901
2,296.4,1547
2,117.96,1560
2,408.2,1827
2,192.11,1549
3,168.29,1698
3,185.82999999999998,1660
2,137.53,1605
2,218.68,1632
2,118.26,2051
2,293.36,1868
2,104.2,1718
2,190.3,1594
2,100.09,2052
2,641.74,1770
2,349.99,1703
2,184.94,1909
2,139.63,1850
2,881.11,1804
2,110.1,1707
2,152.14,1664
2,377.15000000000003,1679
2,73.34,2019
2,201.22,2076
2,77.97,1674
2,436.88,1854
2,207.60999999999999,1582
2,620.37,1772
2,38.78,1691
3,848.0200000000001,1640
2,280.71,1552
2,322.49,1881
2,67.0,1903
2,115.76,1618
3,155.68,1718
2,141.86,1675
2,215.05,1765
2,928.68,1949
2,106.1,1808
2,1544.7599999999998,1723
2,1029.3600000000001,1818
2,353.79999999999995,1715
2,324.1,1686
2,210.95999999999998,1720
2,118.0,1545
2,384.12,1673
2,110.63,1799
2,58.39,1545
2,213.1,2115
3,88.85,2063
2,100.08,1605
2,213.01,2075
2,211.88,1913
2,348.03,1824
2,253.75,1613
2,228.0,1961
2,365.77,1608
2,119.08,1689
2,242.70000000000002,1818
2,62.42,2061
2,122.05000000000001,1823
2,674.64,2119
2,372.52,1857
2,660.44,1703
2,215.03,1623
2,286.23,1701
2,460.27,1728
2,267.65999999999997,1723
2,449.0,1698
2,444.06,1491
2,52.129999999999995,1634
2,77.8,1719
2,151.23000000000002,1722
2,119.17999999999999,1886
2,193.82999999999998,1874
2,166.24,1572
2,236.29000000000002,1705
2,136.37,1569
2,149.18,1991
2,56.0,1750
2,177.26000000000002,1543
2,584.56,1941
2,418.68,1574
2,82.19,1869
2,214.94,1631
3,260.73,1750
2,191.61,1886
2,283.56,1588
2,298.28,1658
2,73.6,1829
2,457.54999999999995,1640
2,371.78,1728
2,213.34,1701
2,236.7,1567
2,754.23,1827
2,204.54000000000002,1945
2,135.03,1970
2,495.33,1647
2,200.87,2057
2,276.82,1935
2,128.73,1828
2,129.79000000000002,2124
2,604.06,1895
2,793.5699999999999,1807
2,136.89,1693
2,97.36,1655
2,418.51,1948
2,240.92,1630
2,645.98,1645
2,318.13,1650
2,98.66,1766
2,233.63,1597
2,409.70000000000005,1642
2,131.29,1838
2,276.57,1632
2,99.30000000000001,1779
3,352.35,1832
2,329.32,1677
2,107.31,1617
2,97.62,1849
2,416.36,1808
2,255.11,1559
2,445.87,1647
2,1321.63,1609
2,303.2,1563
2,166.01,1896
2,216.57,1563
2,315.40999999999997,1690
2,93.48,1582
2,260.74,1736
2,160.01999999999998,1941
2,209.62,1884
2,94.49,1959
2,735.39,1793
2,125.66,1707
2,96.00999999999999,1750
2,153.89,1726
2,119.93,1918
2,334.34,1670
2,250.01,2043
2,324.43,1737
3,299.43,1931
2,91.27000000000001,1826
2,362.78,1704
2,276.72,1868
2,70.93,1980
2,294.81,1766
2,237.16000000000003,1669
2,225.68,1808
2,349.35,1556
2,320.87,1974
2,133.01,1768
3,1195.23,1885
3,403.84999999999997,1556
2,355.19,1822
2,136.57,1817
3,153.45999999999998,1637
2,296.56,1689
2,166.62,1727
2,269.88,1558
2,255.47,1577
2,73.04,1954
2,431.05,1701
3,418.21000000000004,1818
2,356.39,1814
2,69.94,1590
2,187.84,1658
2,150.31,1753
2,152.38,1602
2,196.18,1919
2,135.35,1644
2,169.98000000000002,1909
2,386.40999999999997,1610
2,1703.38,1713
2,67.76,1644
2,239.62,1913
2,201.76,1684
2,126.1,1710
2,88.18,1719
2,333.93,1795
2,91.25,1816
3,201.72,1878
2,398.67999999999995,1562
2,154.77,1984
2,550.86,1931
2,140.54,1714
2,264.63,1733
2,287.21,1797
2,62.61,1854
2,118.1,1913
2,282.85,1686
2,164.87,1856
2,254.82,1729
2,140.74,1572
2,236.31,1583
2,212.63,1569
2,109.24,1822
2,215.77,1608
2,289.03000000000003,1610
3,439.39,1566
2,384.31,1836
2,148.06,1866
2,343.57000000000005,1632
2,577.96,1913
2,196.5,1576
2,170.68,1994
2,180.35000000000002,1705
2,152.11,1677
2,347.78000000000003,1939
2,168.05,2231
2,169.06,1729
2,291.66999999999996,1727
2,228.56,1962
2,170.51,1575
2,463.03999999999996,1630
2,113.56,1875
4,73.48,2141
2,416.87,1714
2,196.16,1799
2,175.27,1768
2,188.62,1584
2,233.6,1953
5,603.9,1690
2,846.12,2003
2,115.36,1815
2,425.24,1755
2,261.79,1707
2,249.16,1855
3,788.8100000000001,1749
2,243.37,1833
2,155.78,1804
2,86.99,1559
2,103.38,1813
2,289.11,1799
2,367.59000000000003,1580
2,193.27,1758
2,159.08,1904
3,315.77,1559
2,300.46999999999997,1894
2,274.65,1926
2,225.83999999999997,1564
2,871.53,1952
2,334.74,1817
2,96.25999999999999,1570
3,581.46,2007
2,257.24,2042
2,72.01,1844
3,190.07999999999998,1556
2,647.0699999999999,1906
2,703.38,1804
2,157.53,1609
2,70.18,1940
2,92.33000000000001,1607
4,663.02,1608
2,934.6600000000001,1998
2,138.26,1717
2,317.71000000000004,1808
2,332.5,1822
2,105.65,1938
2,171.56,1769
2,261.8,1566
3,435.57,1733
2,91.06,2000
2,258.39,1623
2,147.7,1633
3,208.38,1532
2,222.26999999999998,1887
2,871.48,1936
2,300.47,1689
2,145.46,1820
2,391.28999999999996,1717
2,166.32,1682
2,417.76,1736
2,288.62,1747
2,113.69,1770
2,146.68,1824
2,273.68,1622
2,504.76,1583
2,294.02,1715
3,304.2,1777
2,220.32999999999998,2028
2,172.3,1837
2,134.85,1654
2,329.26,1582
2,450.78,1729
2,267.74,1760
2,228.18,1686
2,210.54000000000002,1739
2,245.37,1580
2,161.72,1577
2,581.67,1601
2,346.6,1752
3,636.53,1894
3,515.55,1565
2,254.35,1900
2,261.15,1779
2,230.21,1766
2,128.25,1768
2,119.38,1957
2,125.06,1919
2,88.71000000000001,1775
2,223.23000000000002,2002
2,81.61,1561
2,175.28,1763
2,281.15,1615
2,149.32,1734
2,323.96,1773
2,367.93,1686
2,477.64,1764
2,128.25,1817
2,349.12,1555
2,208.76999999999998,1982
2,360.21000000000004,1810
2,103.5,1831
2,278.19,1740
2,344.61,1830
2,111.42,1657
2,304.82,1635
2,133.31,1572
2,1215.15,1603
2,141.24,1764
2,276.96000000000004,1611
2,297.65,1718
2,147.8,1664
2,344.49,1727
2,782.4300000000001,2018
3,622.5600000000001,1575
2,55.7,1729
2,262.66999999999996,2009
2,150.78,2010
2,733.31,1769
2,207.07999999999998,1556
2,222.83999999999997,1936
2,219.93,1542
2,179.98,1814
3,115.00999999999999,1553
2,250.81,1667
2,285.37,1638
2,224.68,1651
2,111.54,1605
2,210.76,1769
2,1219.32,1706
2,199.9,1725
2,222.63,1815
2,210.43,2014
2,295.16,1796
2,605.83,1900
2,463.28999999999996,1571
2,223.99,1997
3,265.05,1651
2,188.41,1742
2,113.78999999999999,1574
2,253.79999999999998,1763
2,261.72,1791
2,1588.9499999999998,1605
2,284.54,1545
2,147.60000000000002,1763
2,233.1,1907
2,1036.0700000000002,1576
2,244.02,1771
2,228.59,1567
2,211.24,1752
2,129.64000000000001,1894
2,231.23000000000002,1620
2,303.12,1886
2,94.25,1666
2,68.77000000000001,1760
2,66.96000000000001,1629
2,169.16,1583
2,86.63,1932
2,626.82,1773
2,392.28,1714
2,321.79,1708
2,923.4,1680
2,540.8199999999999,1939
2,113.49000000000001,1877
2,123.25,1627
2,196.35000000000002,1729
2,413.60999999999996,1812
2,248.91,1960
2,91.4,1738
2,129.73000000000002,1581
2,362.84000000000003,1762
2,176.79,1781
2,285.68,1833
2,263.38,1660
3,191.10000000000002,1913
2,465.07,2014
2,75.92,1820
2,418.63,1623
2,168.01,1706
2,326.24,2095
2,246.99,1889
2,312.41,1560
2,175.41000000000003,1724
2,387.49,1587
2,80.2,1663
2,168.36,1642
2,153.7,1648
2,407.22,1771
2,251.49,1856
2,248.18,1560
2,338.59000000000003,1663
2,169.65,1701
2,87.72,1760
2,342.77,1556
2,388.0,1790
2,195.36,2001
2,144.44,1575
2,291.32,1905
2,362.89,1813
2,199.42000000000002,1716
2,176.45,1675
2,167.29,1939
2,118.48,1795
2,2783.01,1667
2,173.59,1865
2,524.77,1725
2,470.2,1691
2,232.23000000000002,1880
2,227.24,1879
2,186.3,1667
2,120.94,1632
2,150.14,1808
2,257.0,1566
2,79.69,1986
2,49.36,2001
2,261.45000000000005,1651
2,315.44,2008
2,699.8000000000001,1799
2,228.22,1631
2,204.26999999999998,1838
2,226.35,1913
2,196.64,1723
2,136.42,1745
2,314.6,1758
2,104.27,1583
2,660.9200000000001,1898
2,198.78,1636
3,575.94,1868
2,81.9,2045
2,140.93,1561
2,160.43,1660
2,163.3,1652
2,1170.78,1624
2,103.62,1803
2,349.41999999999996,1717
3,690.52,1947
2,259.89,1572
2,256.98,1730
2,188.3,1913
2,166.25,2039
2,372.62,1854
2,106.43,1820
2,238.17000000000002,1862
2,247.76999999999998,1698
2,122.21000000000001,1562
2,523.12,1657
2,124.74000000000001,1848
2,291.46000000000004,1565
2,63.72,2107
2,85.8,1625
2,313.78,1818
2,272.64,2049
2,312.49,1717
2,333.51,1752
2,255.11,1788
2,349.28,1721
2,1812.19,1807
2,145.72,1556
2,252.01000000000002,1733
2,699.31,1775
2,335.97,1584
2,782.99,1649
2,108.78,1744
2,371.85,1898
2,498.5,1668
2,1483.26,1729
2,435.14,1664
2,397.29,1667
3,175.54000000000002,1619
2,171.43,1580
2,518.49,1567
2,270.57,1818
2,153.17000000000002,1833
3,393.08,1630
2,187.70999999999998,1592
2,129.14999999999998,1627
2,509.58000000000004,2130
2,267.68,1551
2,171.14,1737
2,242.5,2031
2,222.04,1565
2,334.74,1785
2,187.64,2008
2,163.85,1831
2,166.01999999999998,1623
2,196.43,1782
2,139.73000000000002,2006
2,495.25,1575
2,264.28,1937
2,112.19,1713
2,297.69,2072
2,190.88,1712
2,161.32,1739
2,257.7,1766
2,165.98000000000002,1716
2,128.32,1677
2,134.1,1679
2,157.3,1569
2,642.48,1659
2,36.74,1838
2,280.33,1994
3,158.60000000000002,1566
2,178.57,1731
2,1184.24,1809
2,489.99,1709
2,134.16,2045
2,496.38,1869
2,183.26,1603
2,213.36,1724
2,284.8,1840
2,342.61,1876
2,504.2,1944
2,644.5899999999999,1759
2,373.67,2026
2,279.79,2116
2,70.59,1695
2,140.35999999999999,1576
2,61.54,1965
2,141.64000000000001,1621
2,92.22,1702
2,53.129999999999995,1603
2,215.28,1747
2,205.07,1550
2,227.5,1573
2,181.94,1934
2,311.27,1870
2,180.04000000000002,1760
2,244.58,1933
2,62.67,1982
2,160.44,1754
2,66.36,1735
2,185.64,1591
2,367.12,1586
2,203.32999999999998,1622
2,867.9,1776
3,806.63,1581
2,1225.08,1651
2,64.76,1648
2,522.9300000000001,1795
2,188.94,1624
3,352.09,1770
2,197.95,1769
2,352.75,1734
2,154.09,1605
2,540.72,1652
2,93.55,1945
2,222.3,1602
2,65.54,2015
2,68.6,1940
2,408.44,1654
2,159.53,1713
2,350.19,1926
2,141.70999999999998,2048
2,623.98,2023
2,202.81,1817
2,227.54000000000002,1674
2,360.73,1581
2,213.69,1703
2,187.17000000000002,1652
2,216.82999999999998,2033
2,285.33000000000004,1597
2,418.0,1762
2,89.96000000000001,1595
2,290.0,1990
2,195.63,1685
2,173.51999999999998,2002
2,58.99,1540
2,102.38,1954
2,337.59000000000003,1670
2,193.19,1792
2,294.71999999999997,1941
2,269.87,1633
2,432.93,1947
2,321.9,1647
2,257.09000000000003,1763
2,175.31,1782
2,198.81,1836
2,53.6,1914
2,206.01999999999998,1662
2,194.99,1813
2,742.78,1751
2,203.76999999999998,1736
2,148.14,1928
2,355.67,1657
2,604.05,1820
2,809.5699999999999,2109
2,317.12,1561
2,141.45999999999998,1558
2,529.56,1898
2,127.62,1758
2,197.73,1619
2,244.21999999999997,1917
2,160.04,1671
2,142.64999999999998,1548
2,192.69,1869
2,256.1,1615
2,230.73000000000002,1579
2,237.44,1695
2,176.68,1737
2,213.74,1883
2,224.49,1604
2,69.51,1965
2,247.06,1635
2,80.47,1685
2,289.75,1558
2,110.18,1913
2,197.65,1841
2,83.21000000000001,1951
2,419.38,1728
2,163.14,1646
2,168.12,1870
2,199.67999999999998,1564
2,38.24,2141
2,767.62,1599
2,221.61,1815
2,153.19,1567
2,76.47,1816
2,170.36,1972
2,185.26,1676
2,121.64000000000001,1622
2,337.85,2002
2,302.94,1578
2,629.46,1745
2,226.47,1644
2,400.51,1736
2,485.90999999999997,1622
2,67.8,1902
2,401.27,1934
2,155.43,1716
2,190.64,1743
2,243.85999999999999,1883
2,218.94,1693
2,65.06,1679
2,233.34,1658
2,79.45,1835
2,89.54,1725
2,91.35,1838
2,252.68,1672
2,149.74,1624
2,132.02,1743
2,236.9,1628
2,143.57999999999998,1744
2,195.10000000000002,1861
2,384.16999999999996,1896
2,60.510000000000005,1921
2,99.44999999999999,2011
2,73.94999999999999,1651
2,252.36,1787
2,164.56,1551
2,344.09,1891
2,213.74,1590
2,95.61,1616
2,361.67,1747
2,326.16999999999996,1709
2,190.47,1741
2,710.69,2100
2,123.75,1809
2,209.97000000000003,1615
2,327.49,1721
2,210.22,1565
4,477.34,1884
2,266.12,1639
2,789.24,2007
2,377.76,1868
2,342.23,1913
2,292.37,1716
2,262.56,1577
2,814.85,1760
2,177.61,1777
2,227.7,1619
2,193.76,1800
2,434.27,1825
2,289.18,1742
2,154.71,1960
2,448.30999999999995,1560
2,182.72,1686
2,547.77,1766
2,217.49,2010
3,56.86,2141
2,269.18,2050
2,179.36,1551
2,134.7,1998
2,401.07000000000005,1551
2,133.84,1717
2,290.43,1768
2,507.94,1566
2,301.94,1863
2,188.51999999999998,1811
2,117.06,1642
2,387.39,1976
2,224.07,1653
2,199.12,1723
2,88.72,1795
2,251.10000000000002,1653
2,228.3,2083
2,177.83,1576
2,82.82,1871
2,313.79,1568
2,363.69000000000005,1611
2,259.61,1995
2,199.03,1575
2,488.76,1566
2,425.97,1595
2,583.77,1605
2,176.21,1996
2,73.06,1798
2,221.98,1661
2,226.23999999999998,1611
2,120.19999999999999,1812
2,297.2,1576
2,107.19,1609
2,1275.77,1731
2,333.42,1722
2,245.69,1739
2,159.22,1936
2,273.87,1728
2,130.57999999999998,1734
2,149.56,2084
2,241.3,1586
2,148.36,1668
2,574.36,1659
2,469.12,1562
2,102.16,1668
2,204.9,1818
2,64.84,1664
2,146.3,1835
2,253.23000000000002,1661
2,342.32,1599
2,231.40999999999997,1700
2,1441.6200000000001,1778
2,132.87,1586
2,61.730000000000004,1837
2,295.04,1741
2,360.19,1695
2,147.72,1634
2,200.98,1913
2,93.34,1586
2,353.78,1581
2,199.3,1594
2,309.1,1738
2,357.78000000000003,1720
2,495.57000000000005,1724
2,206.63,1566
2,399.53,1764
2,106.81,1744
2,278.06,1613
2,93.0,1836
2,384.86,1595
2,133.31,1815
2,1304.3600000000001,1794
2,339.61,1564
2,456.28999999999996,1811
2,770.73,1661
2,125.54,1657
2,108.22,1673
2,302.03,1562
2,174.3,1730
2,152.20999999999998,1899
2,301.35,1969
2,158.51,1545
2,225.54999999999998,1549
2,419.4,1608
2,121.06,1948
2,255.79000000000002,1749
2,281.64,1844
2,188.79,1942
2,212.66,1716
2,130.21,1667
2,341.46,1757
2,273.15999999999997,1763
2,102.31,1685
2,208.64000000000001,1688
2,378.85999999999996,1798
2,534.11,1715
2,209.89,1587
2,132.99,1559
2,224.98,1797
2,93.45,1547
2,224.57999999999998,1833
2,196.12,1622
2,395.29,1569
2,437.40999999999997,1838
2,153.76,1992
2,395.83,1825
2,289.92,1930
2,186.14000000000001,1944
2,226.12,1710
2,49.68,1736
2,65.77000000000001,1698
2,140.39,1701
2,487.67999999999995,1679
2,219.82,1773
2,245.14999999999998,1714
2,213.15,1971
2,131.20000000000002,1844
3,841.15,1814
2,85.53999999999999,1576
2,103.3,1705
2,118.19999999999999,2005
2,1186.58,1751
2,364.16,1801
2,525.17,2003
2,433.44,2015
2,111.08999999999999,1678
2,158.07,1736
2,338.76,1576
2,226.67000000000002,1959
2,201.07999999999998,1849
2,176.56,1582
2,249.89999999999998,1651
2,498.47,1550
2,160.3,1841
2,72.1,1735
2,236.31,1568
2,286.57,1668
2,322.58000000000004,1817
2,166.32999999999998,1638
